CloneID	dbEST_ID	GenBank_Accn	CloneName
NA231	20190745	CF811300	Low scores
NA231	20190745	CF811300	Low scores
NA231	20190745	CF811300	Low scores
NA232	20190746	CF811301	SET-domain transcriptional regulator
NA232	20190746	CF811301	SET-domain transcriptional regulator
NA232	20190746	CF811301	SET-domain transcriptional regulator
NA233	20190747	CF811302	No significant similarity found
NA233	20190747	CF811302	No significant similarity found
NA233	20190747	CF811302	No significant similarity found
NA234	20190748	CF811303	fibrillarin 2 (AtFib2
NA234	20190748	CF811303	fibrillarin 2 (AtFib2
NA234	20190748	CF811303	fibrillarin 2 (AtFib2
NA236	20190749	CF811304	Putative protein
NA236	20190749	CF811304	Putative protein
NA236	20190749	CF811304	Putative protein
NA237	20190750	CF811305	hypothetical protein
NA237	20190750	CF811305	hypothetical protein
NA237	20190750	CF811305	hypothetical protein
NA238	20190751	CF811306	Probable phospholipid hydroperoxide glutathione peroxidase (PHGPx
NA238	20190751	CF811306	Probable phospholipid hydroperoxide glutathione peroxidase (PHGPx
NA238	20190751	CF811306	Probable phospholipid hydroperoxide glutathione peroxidase (PHGPx
NA239	20190752	CF811307	Putative protein
NA239	20190752	CF811307	Putative protein
NA239	20190752	CF811307	Putative protein
NA24	20190753	CF811308	GTP-binding protein
NA24	20190753	CF811308	GTP-binding protein
NA24	20190753	CF811308	GTP-binding protein
NA240	20190754	CF811309	MAR-binding protein 
NA240	20190754	CF811309	MAR-binding protein 
NA240	20190754	CF811309	MAR-binding protein 
NA241	20190755	CF811310	No significant similarity found
NA241	20190755	CF811310	No significant similarity found
NA241	20190755	CF811310	No significant similarity found
NA242	20190756	CF811311	protein disulfide-isomerase-like protein
NA242	20190756	CF811311	protein disulfide-isomerase-like protein
NA242	20190756	CF811311	protein disulfide-isomerase-like protein
NA243	20190757	CF811312	putative polypyrimidine tract-binding protein 
NA243	20190757	CF811312	putative polypyrimidine tract-binding protein 
NA243	20190757	CF811312	putative polypyrimidine tract-binding protein 
NA244	20190758	CF811313	unknown protein
NA244	20190758	CF811313	unknown protein
NA244	20190758	CF811313	unknown protein
NA245	20190759	CF811314	In2-1 protein 
NA245	20190759	CF811314	In2-1 protein 
NA245	20190759	CF811314	In2-1 protein 
NA246	20190760	CF811315	glutathione reductase 
NA246	20190760	CF811315	glutathione reductase 
NA246	20190760	CF811315	glutathione reductase 
NA247	20190761	CF811316	Low scores
NA247	20190761	CF811316	Low scores
NA247	20190761	CF811316	Low scores
NA248	20190762	CF811317	glutathione S-conjugate transporting ATPase
NA248	20190762	CF811317	glutathione S-conjugate transporting ATPase
NA248	20190762	CF811317	glutathione S-conjugate transporting ATPase
NA250	20190763	CF811318	Putative protein
NA250	20190763	CF811318	Putative protein
NA250	20190763	CF811318	Putative protein
NA251	20190764	CF811319	putative non-LTR retroelement reverse transcriptase
NA251	20190764	CF811319	putative non-LTR retroelement reverse transcriptase
NA251	20190764	CF811319	putative non-LTR retroelement reverse transcriptase
NA253	20190765	CF811320	ribosomal protein L9
NA253	20190765	CF811320	ribosomal protein L9
NA253	20190765	CF811320	ribosomal protein L9
NA254	20190766	CF811321	   hydroxyproline-rich glycoprotein 1 
NA254	20190766	CF811321	   hydroxyproline-rich glycoprotein 1 
NA254	20190766	CF811321	   hydroxyproline-rich glycoprotein 1 
NA255	20190767	CF811322	GTP binding protein 
NA255	20190767	CF811322	GTP binding protein 
NA255	20190767	CF811322	GTP binding protein 
NA256	20190768	CF811323	RING-finger protein (C-terminal
NA256	20190768	CF811323	RING-finger protein (C-terminal
NA256	20190768	CF811323	RING-finger protein (C-terminal
NA258	20190769	CF811324	T6D22.2 
NA258	20190769	CF811324	T6D22.2 
NA258	20190769	CF811324	T6D22.2 
NA259	20190770	CF811325	unknown protein
NA259	20190770	CF811325	unknown protein
NA259	20190770	CF811325	unknown protein
NA26	20190771	CF811326	Peptide deformylase, mitochondrial precursor (PDF
NA26	20190771	CF811326	Peptide deformylase, mitochondrial precursor (PDF
NA26	20190771	CF811326	Peptide deformylase, mitochondrial precursor (PDF
NA260	20190772	CF811327	Putative protein
NA260	20190772	CF811327	Putative protein
NA260	20190772	CF811327	Putative protein
NA261	20190773	CF811328	Low scores
NA261	20190773	CF811328	Low scores
NA261	20190773	CF811328	Low scores
NA262	20190774	CF811329	Expressed protein
NA262	20190774	CF811329	Expressed protein
NA262	20190774	CF811329	Expressed protein
NA264	20190776	CF811331	ABC transporter 
NA264	20190776	CF811331	ABC transporter 
NA264	20190776	CF811331	ABC transporter 
NA27	20190777	CF811332	Putative protein
NA27	20190777	CF811332	Putative protein
NA27	20190777	CF811332	Putative protein
NA28	20190778	CF811333	Low scores
NA28	20190778	CF811333	NA
NA28	20190778	CF811333	Low scores
NA28	20190778	CF811333	NA
NA28	20190778	CF811333	Low scores
NA28	20190778	CF811333	NA
NA289	20190779	CF811334	Elongation factor 1-gamma (EF-1-gamma
NA289	20190779	CF811334	Elongation factor 1-gamma (EF-1-gamma
NA289	20190779	CF811334	Elongation factor 1-gamma (EF-1-gamma
NA290	20190780	CF811335	hypothetical protein
NA290	20190780	CF811335	hypothetical protein
NA290	20190780	CF811335	hypothetical protein
NA291	20190781	CF811336	ADP-RIBOSYLATION FACTOR 1
NA291	20190781	CF811336	ADP-RIBOSYLATION FACTOR 1
NA291	20190781	CF811336	ADP-RIBOSYLATION FACTOR 1
NA292	20190782	CF811337	FLOWERING LOCUS T
NA292	20190782	CF811337	FLOWERING LOCUS T
NA292	20190782	CF811337	FLOWERING LOCUS T
NA293	20190783	CF811338	nuclear RNA binding protein 
NA293	20190783	CF811338	nuclear RNA binding protein 
NA293	20190783	CF811338	nuclear RNA binding protein 
NA295	20190784	CF811339	Low scores
NA295	20190784	CF811339	Low scores
NA295	20190784	CF811339	Low scores
NA296	20190785	CF811340	hypothetical protein
NA296	20190785	CF811340	hypothetical protein
NA296	20190785	CF811340	hypothetical protein
NA298	20190786	CF811341	hypothetical protein
NA298	20190786	CF811341	hypothetical protein
NA298	20190786	CF811341	hypothetical protein
NA299	20190787	CF811342	permease 1 - like protein 
NA299	20190787	CF811342	permease 1 - like protein 
NA299	20190787	CF811342	permease 1 - like protein 
NA3	20190788	CF811343	pumilio-family RNA-binding protein
NA3	20190788	CF811343	pumilio-family RNA-binding protein
NA3	20190788	CF811343	pumilio-family RNA-binding protein
NA30	20190789	CF811344	putative DNA polymerase epsilon catalytic subunit
NA30	20190789	CF811344	putative DNA polymerase epsilon catalytic subunit
NA30	20190789	CF811344	putative DNA polymerase epsilon catalytic subunit
NA300	20190790	CF811345	Expressed protein
NA300	20190790	CF811345	Expressed protein
NA300	20190790	CF811345	Expressed protein
NA301	20190791	CF811346	Low scores
NA301	20190791	CF811346	Low scores
NA301	20190791	CF811346	Low scores
NA305	20190792	CF811347	auxilin-like protein
NA305	20190792	CF811347	auxilin-like protein
NA305	20190792	CF811347	auxilin-like protein
NA31	20190794	CF811349	Unknown protein
NA31	20190794	CF811349	Unknown protein
NA31	20190794	CF811349	Unknown protein
NA313	25202113	CV091325	putative single-strand binding protein [Oryza sativa (japonica
NA313	25202113	CV091325	putative single-strand binding protein [Oryza sativa (japonica
NA313	25202113	CV091325	putative single-strand binding protein [Oryza sativa (japonica
NA314	25202114	CV091326	myb family transcription factor (MYB50) [Arabidopsis thaliana]
NA314	25202114	CV091326	myb family transcription factor (MYB50) [Arabidopsis thaliana]
NA314	25202114	CV091326	myb family transcription factor (MYB50) [Arabidopsis thaliana]
NA316	25202115	CV091327	No similarity found
NA316	25202115	CV091327	No similarity found
NA316	25202115	CV091327	No similarity found
NA318	25202116	CV091328	invasive associated protein
NA318	25202116	CV091328	invasive associated protein
NA318	25202116	CV091328	invasive associated protein
NA319	25202117	CV091329	Similar to fumarylacetoacetate hydrolase
NA319	25202117	CV091329	Similar to fumarylacetoacetate hydrolase
NA319	25202117	CV091329	Similar to fumarylacetoacetate hydrolase
NA32	20190795	CF811350	putative protein
NA32	20190795	CF811350	putative protein
NA32	20190795	CF811350	putative protein
NA321	25202118	CV091330	auxin-induced basic helix-loop-helix transcription factor, putative
NA321	25202118	CV091330	auxin-induced basic helix-loop-helix transcription factor, putative
NA321	25202118	CV091330	auxin-induced basic helix-loop-helix transcription factor, putative
NA322	25202119	CV091331	Unknown protein
NA322	25202119	CV091331	Unknown protein
NA322	25202119	CV091331	Unknown protein
NA323	25202120	CV091332	unknown protein
NA323	25202120	CV091332	unknown protein
NA323	25202120	CV091332	unknown protein
NA324	25202121	CV091333	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA324	25202121	CV091333	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA324	25202121	CV091333	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA325	25202122	CV091334	aspartic proteinase precursor, wound-induced - tomato
NA325	25202122	CV091334	aspartic proteinase precursor, wound-induced - tomato
NA325	25202122	CV091334	aspartic proteinase precursor, wound-induced - tomato
NA326	25202123	CV091335	Contains similarity to a Ring3 protein 
NA326	25202123	CV091335	Contains similarity to a Ring3 protein 
NA326	25202123	CV091335	Contains similarity to a Ring3 protein 
NA327	25202124	CV091336	ALBUMIN 2
NA327	25202124	CV091336	ALBUMIN 2
NA327	25202124	CV091336	ALBUMIN 2
NA328	25202125	CV091337	KETOL-ACID REDUCTOISOMERASE PRECURSOR
NA328	25202125	CV091337	KETOL-ACID REDUCTOISOMERASE PRECURSOR
NA328	25202125	CV091337	KETOL-ACID REDUCTOISOMERASE PRECURSOR
NA329	25202126	CV091338	receptor like protein
NA329	25202126	CV091338	receptor like protein
NA329	25202126	CV091338	receptor like protein
NA330	25202127	CV091339	hypothetical protein F13M22.7
NA330	25202127	CV091339	hypothetical protein F13M22.7
NA330	25202127	CV091339	hypothetical protein F13M22.7
NA331	25202128	CV091340	enterocin P precursor
NA331	25202128	CV091340	enterocin P precursor
NA331	25202128	CV091340	enterocin P precursor
NA332	25202129	CV091341	putative fructokinase [Arabidopsis thaliana]
NA332	25202129	CV091341	putative fructokinase [Arabidopsis thaliana]
NA332	25202129	CV091341	putative fructokinase [Arabidopsis thaliana]
NA333	25202130	CV091342	ribosomal protein S3a
NA333	25202130	CV091342	ribosomal protein S3a
NA333	25202130	CV091342	ribosomal protein S3a
NA336	25202131	CV091343	monodehydroascorbate reductase (NADH)
NA336	25202131	CV091343	monodehydroascorbate reductase (NADH)
NA336	25202131	CV091343	monodehydroascorbate reductase (NADH)
NA337	25202132	CV091344	 contains similarity to peptidase~gene_id:MIO24.13
NA337	25202132	CV091344	 contains similarity to peptidase~gene_id:MIO24.13
NA337	25202132	CV091344	 contains similarity to peptidase~gene_id:MIO24.13
NA338	25202133	CV091345	No similarity found
NA338	25202133	CV091345	No similarity found
NA338	25202133	CV091345	No similarity found
NA339	25202134	CV091346	hypothetical protein F15N18.90
NA339	25202134	CV091346	hypothetical protein F15N18.90
NA339	25202134	CV091346	hypothetical protein F15N18.90
NA34	20190797	CF811352	Hypothetical protein
NA34	20190797	CF811352	Hypothetical protein
NA34	20190797	CF811352	Hypothetical protein
NA340	25202135	CV091347	hypothetical protein F6E13.3
NA340	25202135	CV091347	hypothetical protein F6E13.3
NA340	25202135	CV091347	hypothetical protein F6E13.3
NA341	25202136	CV091348	bHLH protein
NA341	25202136	CV091348	bHLH protein
NA341	25202136	CV091348	bHLH protein
NA342	25202137	CV091349	No similarity found
NA342	25202137	CV091349	No similarity found
NA342	25202137	CV091349	No similarity found
NA343	25202138	CV091350	Su(var)3-9 protein homolog F27L4.7
NA343	25202138	CV091350	Su(var)3-9 protein homolog F27L4.7
NA343	25202138	CV091350	Su(var)3-9 protein homolog F27L4.7
NA344	25202139	CV091351	hypothetical protein
NA344	25202139	CV091351	hypothetical protein
NA344	25202139	CV091351	hypothetical protein
NA345	25202140	CV091352	gluaredoxin
NA345	25202140	CV091352	gluaredoxin
NA345	25202140	CV091352	gluaredoxin
NA346	Not submitted	Not submitted	No similarity found
NA346	Not submitted	Not submitted	No similarity found
NA346	Not submitted	Not submitted	No similarity found
NA347	25202141	CV091353	alpha-expansin precursor
NA347	25202141	CV091353	alpha-expansin precursor
NA347	25202141	CV091353	alpha-expansin precursor
NA348	25202142	CV091354	hypothetical protein F24L7.16 
NA348	25202142	CV091354	hypothetical protein F24L7.16 
NA348	25202142	CV091354	hypothetical protein F24L7.16 
NA349	25202144	CV091356	unknown protein
NA349	25202144	CV091356	unknown protein
NA349	25202144	CV091356	unknown protein
NA35	20190798	CF811353	Low scores
NA35	20190798	CF811353	Low scores
NA35	20190798	CF811353	Low scores
NA350	25202145	CV091357	cysteine proteinase inhibitor, putative
NA350	25202145	CV091357	cysteine proteinase inhibitor, putative
NA350	25202145	CV091357	cysteine proteinase inhibitor, putative
NA351	25202146	CV091358	cryptochrome 1 [Pisum sativum]
NA351	25202146	CV091358	cryptochrome 1 [Pisum sativum]
NA351	25202146	CV091358	cryptochrome 1 [Pisum sativum]
NA352	25202147	CV091359	merozoite surface protein 1-like protein
NA352	25202147	CV091359	merozoite surface protein 1-like protein
NA352	25202147	CV091359	merozoite surface protein 1-like protein
NA353	25202148	CV091360	probable beta-amylase [imported] - Arabidopsis thaliana
NA353	25202148	CV091360	probable beta-amylase [imported] - Arabidopsis thaliana
NA353	25202148	CV091360	probable beta-amylase [imported] - Arabidopsis thaliana
NA354	25202149	CV091361	GTP-BINDING PROTEIN ERG
NA354	25202149	CV091361	GTP-BINDING PROTEIN ERG
NA354	25202149	CV091361	GTP-BINDING PROTEIN ERG
NA355	25202150	CV091362	histone deacetylase [Zea mays]
NA355	25202150	CV091362	histone deacetylase [Zea mays]
NA355	25202150	CV091362	histone deacetylase [Zea mays]
NA356	25202151	CV091363	F18O14.8
NA356	25202151	CV091363	F18O14.8
NA356	25202151	CV091363	F18O14.8
NA358	25202152	CV091364	tyrosine phosphatase 1 
NA358	25202152	CV091364	tyrosine phosphatase 1 
NA358	25202152	CV091364	tyrosine phosphatase 1 
NA359	25202153	CV091365	expressed protein [Arabidopsis thaliana]
NA359	25202153	CV091365	expressed protein [Arabidopsis thaliana]
NA359	25202153	CV091365	expressed protein [Arabidopsis thaliana]
NA360	25202154	CV091366	No similarity found
NA360	25202154	CV091366	No similarity found
NA360	25202154	CV091366	No similarity found
NA361	25202155	CV091367	cellulose synthase [Populus tremuloides]
NA361	25202155	CV091367	cellulose synthase [Populus tremuloides]
NA361	25202155	CV091367	cellulose synthase [Populus tremuloides]
NA362	25202156	CV091368	GDP-mannose pyrophosphorylase
NA362	25202156	CV091368	GDP-mannose pyrophosphorylase
NA362	25202156	CV091368	GDP-mannose pyrophosphorylase
NA363	25202157	CV091369	F1 ATPase subunit alpha
NA363	25202157	CV091369	F1 ATPase subunit alpha
NA363	25202157	CV091369	F1 ATPase subunit alpha
NA364	25202158	CV091370	METALLOTHIONEIN-LIKE PROTEIN TYPE 2 PKIWI504
NA364	25202158	CV091370	METALLOTHIONEIN-LIKE PROTEIN TYPE 2 PKIWI504
NA364	25202158	CV091370	METALLOTHIONEIN-LIKE PROTEIN TYPE 2 PKIWI504
NA366	25202159	CV091371	ubiquitin homolog T8F5.13
NA366	25202159	CV091371	ubiquitin homolog T8F5.13
NA366	25202159	CV091371	ubiquitin homolog T8F5.13
NA367	25202160	CV091372	hypothetical protein
NA367	25202160	CV091372	hypothetical protein
NA367	25202160	CV091372	hypothetical protein
NA368	25202161	CV091373	unknown protein
NA368	25202161	CV091373	unknown protein
NA368	25202161	CV091373	unknown protein
NA37	20190799	CF811354	Low scores
NA37	20190799	CF811354	Low scores
NA37	20190799	CF811354	Low scores
NA370	25202162	CV091374	MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR
NA370	25202162	CV091374	MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR
NA370	25202162	CV091374	MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR
NA371	25202163	CV091375	14-3-3-like protein
NA371	25202163	CV091375	14-3-3-like protein
NA371	25202163	CV091375	14-3-3-like protein
NA372	25202164	CV091376	Similar to Babesia aldo-keto reductase
NA372	25202164	CV091376	Similar to Babesia aldo-keto reductase
NA372	25202164	CV091376	Similar to Babesia aldo-keto reductase
NA373	25202165	CV091377	homeobox protein NTH15 
NA373	25202165	CV091377	homeobox protein NTH15 
NA373	25202165	CV091377	homeobox protein NTH15 
NA374	25202166	CV091378	hypothetical protein F22K18.250
NA374	25202166	CV091378	hypothetical protein F22K18.250
NA374	25202166	CV091378	hypothetical protein F22K18.250
NA375	25202167	CV091379	unknown protein, 31966-27882 [imported] - Arabidopsis thaliana
NA375	25202167	CV091379	unknown protein, 31966-27882 [imported] - Arabidopsis thaliana
NA375	25202167	CV091379	unknown protein, 31966-27882 [imported] - Arabidopsis thaliana
NA376	25202168	CV091380	B-box zinc finger protein STH
NA376	25202168	CV091380	B-box zinc finger protein STH
NA376	25202168	CV091380	B-box zinc finger protein STH
NA377	25202169	CV091381	gb|AAF26109.1~gene_id:MKP11.4~similar to unknown protein
NA377	25202169	CV091381	gb|AAF26109.1~gene_id:MKP11.4~similar to unknown protein
NA377	25202169	CV091381	gb|AAF26109.1~gene_id:MKP11.4~similar to unknown protein
NA378	25202170	CV091382	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA378	25202170	CV091382	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA378	25202170	CV091382	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA379	25202171	CV091383	NA
NA379	25202171	CV091383	NA
NA379	25202171	CV091383	NA
NA38	20190800	CF811355	Low scores
NA38	20190800	CF811355	Low scores
NA38	20190800	CF811355	Low scores
NA380	25202172	CV091384	receptor-like protein kinase 1
NA380	25202172	CV091384	receptor-like protein kinase 1
NA380	25202172	CV091384	receptor-like protein kinase 1
NA381	25202173	CV091385	NA
NA381	25202173	CV091385	NA
NA381	25202173	CV091385	NA
NA382	25202174	CV091386	ubiquitin-like protein SMT3-like
NA382	25202174	CV091386	ubiquitin-like protein SMT3-like
NA382	25202174	CV091386	ubiquitin-like protein SMT3-like
NA383	25202175	CV091387	unknown
NA383	25202175	CV091387	unknown
NA383	25202175	CV091387	unknown
NA384	25202176	CV091388	water stress-induced ER5 protein
NA384	25202176	CV091388	water stress-induced ER5 protein
NA384	25202176	CV091388	water stress-induced ER5 protein
NA385	20190801	CF811356	major latex-like protein 
NA385	20190801	CF811356	major latex-like protein 
NA385	20190801	CF811356	major latex-like protein 
NA386	20190802	CF811357	tonneau 1 
NA386	20190802	CF811357	tonneau 1 
NA386	20190802	CF811357	tonneau 1 
NA387	20190803	CF811358	low scores
NA387	20190803	CF811358	low scores
NA387	20190803	CF811358	low scores
NA388	20190804	CF811359	salt tolerance-like protein
NA388	20190804	CF811359	salt tolerance-like protein
NA388	20190804	CF811359	salt tolerance-like protein
NA389	20190805	CF811360	low scores
NA389	20190805	CF811360	low scores
NA389	20190805	CF811360	low scores
NA39	20190806	CF811361	stress related protein
NA390	20190807	CF811362	40s ribosomal protein s16
NA390	20190807	CF811362	40s ribosomal protein s16
NA390	20190807	CF811362	40s ribosomal protein s16
NA391	20190808	CF811363	metallothionein I homolog - spotted monkey flower
NA391	20190808	CF811363	metallothionein I homolog - spotted monkey flower
NA391	20190808	CF811363	metallothionein I homolog - spotted monkey flower
NA392	20190809	CF811364	transport inhibitor response 1 (TIR1), 
NA392	20190809	CF811364	transport inhibitor response 1 (TIR1), 
NA392	20190809	CF811364	transport inhibitor response 1 (TIR1), 
NA393	20190810	CF811365	unknown protein
NA393	20190810	CF811365	unknown protein
NA393	20190810	CF811365	unknown protein
NA394	20190811	CF811366	hypothetical protein
NA394	20190811	CF811366	hypothetical protein
NA394	20190811	CF811366	hypothetical protein
NA395	20190812	CF811367	unknown protein
NA395	20190812	CF811367	unknown protein
NA395	20190812	CF811367	unknown protein
NA397	20190813	CF811368	protein kinase 
NA397	20190813	CF811368	protein kinase 
NA397	20190813	CF811368	protein kinase 
NA398	20190814	CF811369	low scores
NA398	20190814	CF811369	low scores
NA398	20190814	CF811369	low scores
NA399	20190815	CF811370	ubiquitin-conjugating enzyme 8 
NA399	20190815	CF811370	ubiquitin-conjugating enzyme 8 
NA399	20190815	CF811370	ubiquitin-conjugating enzyme 8 
NA4	20190816	CF811371	14-3-3-LIKE PROTEIN 
NA4	20190816	CF811371	14-3-3-LIKE PROTEIN 
NA4	20190816	CF811371	14-3-3-LIKE PROTEIN 
NA401	20190818	CF811373	   Ethylene receptor (PE-ETR1
NA401	20190818	CF811373	   Ethylene receptor (PE-ETR1
NA401	20190818	CF811373	   Ethylene receptor (PE-ETR1
NA402	20190819	CF811374	putative protein
NA404	20190820	CF811375	) putative cinnamoyl CoA reductase 
NA404	20190820	CF811375	) putative cinnamoyl CoA reductase 
NA404	20190820	CF811375	) putative cinnamoyl CoA reductase 
NA405	20190821	CF811376	6b-interacting protein 1 
NA405	20190821	CF811376	6b-interacting protein 1 
NA405	20190821	CF811376	6b-interacting protein 1 
NA406	20190822	CF811377	low scores
NA406	20190822	CF811377	low scores
NA406	20190822	CF811377	low scores
NA407	20190823	CF811378	Mitochondrial carrier protein 
NA407	20190823	CF811378	Mitochondrial carrier protein 
NA407	20190823	CF811378	Mitochondrial carrier protein 
NA408	Not submitted	Not submitted	NA
NA408	Not submitted	Not submitted	NA
NA408	Not submitted	Not submitted	NA
NA41	20190825	CF811380	rough sheath2 protein 
NA41	20190825	CF811380	rough sheath2 protein 
NA41	20190825	CF811380	rough sheath2 protein 
NA410	20190826	CF811381	Metallothionein-like protein
NA410	20190826	CF811381	Metallothionein-like protein
NA410	20190826	CF811381	Metallothionein-like protein
NA411	Not submitted	Not submitted	no significant similarity
NA411	Not submitted	Not submitted	no significant similarity
NA411	Not submitted	Not submitted	no significant similarity
NA413	20190828	CF811383	high mobility group protein 
NA413	20190828	CF811383	high mobility group protein 
NA413	20190828	CF811383	high mobility group protein 
NA415	20190830	CF811385	unknown protein
NA415	20190830	CF811385	unknown protein
NA415	20190830	CF811385	unknown protein
NA416	20190831	CF811386	low scores
NA416	20190831	CF811386	low scores
NA416	20190831	CF811386	low scores
NA417	20190832	CF811387	60S acidic ribosomal protein P2
NA417	20190832	CF811387	60S acidic ribosomal protein P2
NA417	20190832	CF811387	60S acidic ribosomal protein P2
NA419	20190834	CF811389	unknown protein
NA419	20190834	CF811389	unknown protein
NA42	20190835	CF811390	Low scores
NA42	20190835	CF811390	Low scores
NA42	20190835	CF811390	Low scores
NA420	20190836	CF811391	putative protein
NA420	20190836	CF811391	putative protein
NA420	20190836	CF811391	putative protein
NA421	20190837	CF811392	putative protein kinase
NA421	20190837	CF811392	putative protein kinase
NA421	20190837	CF811392	putative protein kinase
NA422	20190838	CF811393	No significant similarity found
NA422	20190838	CF811393	No significant similarity found
NA422	20190838	CF811393	No significant similarity found
NA423	20190839	CF811394	pectate lyase 
NA423	20190839	CF811394	pectate lyase 
NA423	20190839	CF811394	pectate lyase 
NA424	20190840	CF811395	No significant similarity found
NA424	20190840	CF811395	No significant similarity found
NA424	20190840	CF811395	No significant similarity found
NA425	20190841	CF811396	low scores
NA425	20190841	CF811396	low scores
NA425	20190841	CF811396	low scores
NA426	20190842	CF811397	F-box protein family
NA426	20190842	CF811397	F-box protein family
NA426	20190842	CF811397	F-box protein family
NA427	20190843	CF811398	putative aspartic protease 
NA427	20190843	CF811398	putative aspartic protease 
NA427	20190843	CF811398	putative aspartic protease 
NA428	20190844	CF811399	F1N21.17 and unknown protein
NA428	20190844	CF811399	F1N21.17 and unknown protein
NA428	20190844	CF811399	F1N21.17 and unknown protein
NA429	20190845	CF811400	replication factor A 
NA429	20190845	CF811400	replication factor A 
NA429	20190845	CF811400	replication factor A 
NA43	20190846	CF811401	Low scores
NA43	20190846	CF811401	Low scores
NA43	20190846	CF811401	Low scores
NA430	20190847	CF811402	hypothetical protein
NA430	20190847	CF811402	hypothetical protein
NA430	20190847	CF811402	hypothetical protein
NA431	20190848	CF811403	calcium-dependent protein kinase
NA431	20190848	CF811403	calcium-dependent protein kinase
NA431	20190848	CF811403	calcium-dependent protein kinase
NA432	20190849	CF811404	ribosomal protein S27
NA432	20190849	CF811404	ribosomal protein S27
NA432	20190849	CF811404	ribosomal protein S27
NA433	20190850	CF811405	elongation factor 1B alpha-subunit 
NA433	20190850	CF811405	elongation factor 1B alpha-subunit 
NA433	20190850	CF811405	elongation factor 1B alpha-subunit 
NA434	20190851	CF811406	expressed protein
NA434	20190851	CF811406	expressed protein
NA434	20190851	CF811406	expressed protein
NA435	20190852	CF811407	unknown protein
NA435	20190852	CF811407	unknown protein
NA435	20190852	CF811407	unknown protein
NA436	20190853	CF811408	putative reverse transcriptase 
NA436	20190853	CF811408	putative reverse transcriptase 
NA436	20190853	CF811408	putative reverse transcriptase 
NA439	20190854	CF811409	coatomer-like protein, epsilon subunit; protein
NA439	20190854	CF811409	coatomer-like protein, epsilon subunit; protein
NA439	20190854	CF811409	coatomer-like protein, epsilon subunit; protein
NA44	20190855	CF811410	dynein light subunit lc6, flagellar outer arm
NA44	20190855	CF811410	dynein light subunit lc6, flagellar outer arm
NA44	20190855	CF811410	dynein light subunit lc6, flagellar outer arm
NA440	20190856	CF811411	storage protein
NA440	20190856	CF811411	storage protein
NA440	20190856	CF811411	storage protein
NA442	20190858	CF811413	(AC026875) T6D22.2 
NA442	20190858	CF811413	(AC026875) T6D22.2 
NA442	20190858	CF811413	(AC026875) T6D22.2 
NA444	20190859	CF811414	low scores
NA444	20190859	CF811414	low scores
NA444	20190859	CF811414	low scores
NA445	20190860	CF811415	putative protein
NA445	20190860	CF811415	putative protein
NA445	20190860	CF811415	putative protein
NA447	20190861	CF811416	low scores
NA447	20190861	CF811416	low scores
NA449	20190862	CF811417	glycosyl hydrolase family 5/cellulase ((1-4)-beta-mannan endohydrolase
NA449	20190862	CF811417	glycosyl hydrolase family 5/cellulase ((1-4)-beta-mannan endohydrolase
NA449	20190862	CF811417	glycosyl hydrolase family 5/cellulase ((1-4)-beta-mannan endohydrolase
NA45	20190863	CF811418	Unknown protein
NA45	20190863	CF811418	Unknown protein
NA45	20190863	CF811418	Unknown protein
NA450	20190864	CF811419	nam-like protein 1 
NA450	20190864	CF811419	nam-like protein 1 
NA450	20190864	CF811419	nam-like protein 1 
NA451	20190865	CF811420	low scores
NA451	20190865	CF811420	low scores
NA451	20190865	CF811420	low scores
NA453	20190866	CF811421	hypothetical protein
NA453	20190866	CF811421	hypothetical protein
NA453	20190866	CF811421	hypothetical protein
NA454	20190867	CF811422	Macrophage migration inhibitory factor (MIF) family
NA454	20190867	CF811422	Macrophage migration inhibitory factor (MIF) family
NA454	20190867	CF811422	Macrophage migration inhibitory factor (MIF) family
NA455	20190868	CF811423	ubiquitin-specific protease 26 
NA455	20190868	CF811423	ubiquitin-specific protease 26 
NA455	20190868	CF811423	ubiquitin-specific protease 26 
NA456	20190869	CF811424	hypothetical protein
NA456	20190869	CF811424	hypothetical protein
NA456	20190869	CF811424	hypothetical protein
NA457	Not submitted	Not submitted	No significant similarity found
NA457	Not submitted	Not submitted	No significant similarity found
NA457	Not submitted	Not submitted	No significant similarity found
NA459	20190871	CF811426	hypothetical protein
NA459	20190871	CF811426	hypothetical protein
NA459	20190871	CF811426	hypothetical protein
NA46	20190872	CF811427	putative ubiquitin-conjugating enzyme 
NA46	20190872	CF811427	putative ubiquitin-conjugating enzyme 
NA46	20190872	CF811427	putative ubiquitin-conjugating enzyme 
NA460	20190873	CF811428	low temperature and salt responsive protein 
NA460	20190873	CF811428	low temperature and salt responsive protein 
NA460	20190873	CF811428	low temperature and salt responsive protein 
NA462	20190875	CF811430	hypothetical protein
