gene_id,gi,genbank_locus_tag,gene_start,gene_stop,definition
SMu1124,NULL,SMU.1229c,1170431,1169622,purine nucleoside phosphorylase
SMu1125,24379654,SMU.1230c,1170918,1170442,conserved hypothetical protein
SMu1126,24379655,SMU.1231c,1171132,1171037,hypothetical protein
SMu1127,24379656,SMU.1232c,1171456,1171241,conserved hypothetical protein
SMu1128,NULL,SMU.1233c,1172669,1171458,phosphopentomutase
SMu1129,NULL,SMU.1234c,1173401,1172724,ribose 5-phosphate isomerase A
SMu1130,24379659,SMU.1235,1173530,1174897,thiophene and furan oxidation protein; tRNA modification GTPase
SMu1131,24379660,SMU.1236c,1175848,1175045,conserved hypothetical protein (possible dihydroorotase family)
SMu1132,24379661,SMU.1237c,1176216,1175866,hypothetical protein
SMu1133,24379662,SMU.1238c,1177324,1176737,conserved hypothetical protein
SMu1134,NULL,SMU.1239c,1178809,1177397,dipeptidase
SMu1135,24379664,SMU.1240c,1179426,1178824,nitroreductase family protein
SMu1136,NULL,SMU.1241c,1181360,1179573,excinuclease ABC, subunit C
SMu1137,24379666,SMU.1243,1181478,1182548,conserved hypothetical protein (possible low temperature requirement protein A)
SMu1138,24379667,SMU.1245c,1183222,1182665,hydrolase, haloacid dehalogenase-like family             
SMu1139,24379668,SMU.1246c,1183870,1183574,transcriptional regulator (TetR/AcrR family)
SMu1140,NULL,SMU.1247c,1185232,1183934,enolase
SMu1141,24379670,SMU.1249c,1186270,1185629,hypothetical protein
SMu1142,24379671,SMU.1250c,1186577,1186308,hypothetical protein
SMu1143,24379672,SMU.1251,1186726,1187178,conserved hypothetical protein
SMu1144,NULL,SMU.1252c,1188367,1187255,glycerate kinase
SMu1145,24379674,SMU.1253c,1188803,1188378,hypothetical protein
SMu1146,24379675,SMU.1254,1188892,1189536,phosphatase
SMu1147,24379676,SMU.1255c,1189788,1189531,hypothetical protein
SMu1148,24379677,SMU.1256c,1190163,1189999,hypothetical protein
SMu1149,24379678,SMU.1257c,1190827,1190156,conserved hypothetical protein
SMu1150,24379679,SMU.1258c,1191612,1190950,type II restriction endonuclease subunit
SMu1151,24379680,SMU.1259,1191675,1192001,restriction endonuclease
SMu1152,24379681,SMU.1260c,1192534,1192355,conserved hypothetical protein
SMu1153,24379682,SMU.1261c,1192732,1192547,phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphohydrolase
SMu1154,24379683,SMU.1262c,1194152,1192812,hypothetical protein
SMu1155,NULL,SMU.1263c,1194595,1194266,phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
SMu1156,NULL,SMU.1264c,1195350,1194595,cyclase HisF/ imidazoleglycerol-phosphate synthase
SMu1157,NULL,SMU.1265c,1196072,1195353,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
SMu1158,NULL,SMU.1266c,1197117,1196512,amidotransferase; possible imidazoleglycerol-phosphate synthase
SMu1159,24379688,SMU.1267c,1197476,1197114,hypothetical protein
SMu1160,NULL,SMU.1268c,1198067,1197483,imidazoleglycerol-phosphate dehydratase
SMu1161,NULL,SMU.1269c,1198711,1198064,phosphoserine phosphatase
SMu1162,NULL,SMU.1270c,1199981,1198698,histidinol dehydrogenase
SMu1163,NULL,SMU.1271c,1200625,1199978,ATP phosphoribosyltransferase
SMu1164,NULL,SMU.1272c,1201597,1200635,histidyl-tRNA synthetase
SMu1165,NULL,SMU.1273c,1202643,1201594,histidinol-phosphate aminotransferase
SMu1166,24379695,SMU.1276c,1205541,1203817,cell division regulator
SMu1167,NULL,SMU.1277c,1207589,1205637,DNA gyrase  subunit B
SMu1168,24379697,SMU.1278c,1208173,1207589,phosphoglycolate phosphatase
SMu1169,24379698,SMU.1279c,1209821,1208595,cell division protein; shape-determining protein
SMu1170,24379699,SMU.1280c,1211146,1210028,conserved hypothetical protein (possible alpha/beta superfamily hydrolase)
SMu1171,24379700,SMU.1282,1211285,1211851,transcriptional regulator, AcrR family
SMu1172,24379701,SMU.1284c,1212772,1212113,conserved hypothetical protein
SMu1173,24379702,SMU.1286c,1213952,1212774,multidrug resistance permease
SMu1174,24379703,SMU.1287,1214103,1214453,transcriptional regulator
SMu1175,NULL,SMU.1288c,1214979,1214632,50S ribosomal protein L19
SMu1176,24379705,SMU.1289c,1216388,1215168,voltage-gated chloride channel family
SMu1177,24379706,SMU.1290c,1217694,1216474,conserved hypothetical protein
SMu1178,24379707,SMU.1291c,1217956,1217684,chorismate mutase
SMu1179,24379708,SMU.1292c,1218679,1218002,conserved hypothetical protein
SMu1180,24379709,SMU.1293c,1220483,1219101,conserved hypothetical protein
SMu1181,NULL,SMU.1294c,1221086,1220643,flavodoxin
SMu1182,NULL,SMU.1295c,1222194,1221145,adenosine deaminase
SMu1183,24379712,SMU.1296,1222269,1223060,glutathione S-transferase
SMu1184,24379713,SMU.1297,1223132,1224064,conserved hypothetical protein, DHH family
SMu1185,24379714,SMU.1298,1224161,1224403,50S ribosomal protein L31
SMu1186,24379715,SMU.1299c,1224766,1224443,methyltransferase, possible acetate kinase
SMu1187,24379716,SMU.1300c,1225106,1224759,conserved hypothetical protein
SMu1188,24379717,SMU.1301c,1225915,1225160,methyltransferase related segment
SMu1189,NULL,SMU.1302c,1227596,1226076,zinc ABC transporter, substrate-binding protein
SMu1190,24379719,SMU.1303c,1229223,1227823,dipeptidase
SMu1191,24379720,SMU.1304c,1230497,1229586,conserved hypothetical protein
SMu1192,24379721,SMU.1305c,1231471,1230494,conserved hypothetical protein
SMu1193,24379722,SMU.1306c,1232358,1231468,conserved hypothetical protein, ATP-binding domain
SMu1194,24379723,SMU.1307c,1233109,1232351,conserved hypothetical protein
SMu1195,NULL,SMU.1308c,1233617,1233240,AldR-related regulatory protein: translation initiation inhibitor
SMu1196,24379725,SMU.1309c,1234738,1233647,glycerol dehydrogenase
SMu1197,24379726,SMU.1310,1234816,1234953,hypothetical protein
SMu1198,NULL,SMU.1311c,1236596,1235250,asparaginyl-tRNA synthetase
SMu1199,NULL,SMU.1312c,1237824,1236643,aspartate aminotransferase
SMu1200,24379729,SMU.1313c,1240352,1237890,ATP-dependent DNA helicase
SMu1201,24379730,SMU.1314,1240761,1241444,conserved hypothetical protein
SMu1202,24379731,SMU.1315c,1242309,1241656,ABC transporter, ATP-binding protein
SMu1203,24379732,SMU.1316c,1243042,1242311,hypothetical protein 
SMu1204,24379733,SMU.1317c,1243307,1243080,hypothetical protein
SMu1205,24379734,SMU.1319c,1244842,1244138,conserved hypothetical protein
SMu1206,24379735,SMU.1321c,1246210,1245032,conserved hypothetical protein
SMu1207,NULL,SMU.1322c,1247118,1246354,acetoin reductase
SMu1208,24379737,SMU.1323,1247243,1247881,conserved hypothetical protein (possible hydrolase)
SMu1209,NULL,SMU.1324c,1248939,1248004,cell division ABC transporter, permease
SMu1210,NULL,SMU.1325c,1249624,1248932,cell-division ABC transporter, ATP-binding protein
SMu1211,NULL,SMU.1326c,1250623,1249646,peptide chain release factor
SMu1212,24379741,SMU.1327c,1251912,1250791,conserved hypothetical protein, 4Fe-4S binding domain
SMu1213,24379742,SMU.1329c,1253145,1252672,transposase fragment
SMu1214,24379743,SMU.1330c,1253331,1253191,transposase, IS1167, fragment
SMu1215,24379744,SMU.1331c,1253951,1253406,transposase
SMu1216,24379745,SMU.1332c,1254302,1254039,transposase
SMu1217,NULL,SMU.1334c,1255776,1255084,phosphopantetheinyl transferase
SMu1218,24379747,SMU.1335c,1256787,1255804,enoyl-acyl carrier protein(ACP) reductase; dioxygenase related to 2-nitropropane dioxygenase
SMu1219,NULL,SMU.1336c,1257738,1256800,conserved hypothetical protein
SMu1220,24379749,SMU.1337c,1258516,1257767,alpha/beta superfamily hydrolases
SMu1221,24379750,SMU.1338c,1259699,1258545,ABC transport macrolide permease
SMu1222,NULL,SMU.1339c,1264157,1259790,bacitracin synthetase; surfactin synthetase
SMu1223,NULL,SMU.1340c,1269141,1264255,bacitracin synthetase 1/ tyrocidin synthetase III
SMu1224,24379753,SMU.1341c,1272830,1269141,gramicidin S synthase/mycosubtilin synthetase chain mycB
SMu1225,NULL,SMU.1342c,1281023,1272849,bacitracin synthetase
SMu1226,24379755,SMU.1343c,1284383,1281069,polyketide synthase
SMu1227,24379756,SMU.1344c,1285645,1284428,malonyl CoA-acyl carrier protein transacylase
SMu1228,24379757,SMU.1345c,1287561,1285660,peptide synthetase similar to mycA
SMu1229,NULL,SMU.1346c,1288292,1287573,thioesterase II-like protein
SMu1230,24379759,SMU.1347c,1290627,1288285,ABC transporter permease protein
SMu1231,24379760,SMU.1348c,1291333,1290632,ABC transporter, ATP-binding protein
SMu1232,24379761,SMU.1349,1291686,1292261,conserved hypothetical protein
SMu1233,24379762,SMU.1351,1292444,1292812,transposase fragment
SMu1234,24379763,SMU.1352,1292790,1293113,transposase
SMu1235,24379764,SMU.1353,1293138,1293293,transposase
SMu1236,24379765,SMU.1354c,1293939,1293679,transposase
SMu1237,24379766,SMU.1355c,1294247,1293954,transposase
SMu1238,24379767,SMU.1356c,1294552,1294262,transposase
SMu1239,24379768,SMU.1357,1294643,1294879,transposase fragment, IS1562 similarity
SMu1240,24379769,SMU.1358,1294890,1294991,transposase fragment
SMu1241,24379770,SMU.1359,1295127,1295237,hypothetical protein
SMu1242,24379771,SMU.1360c,1295400,1295272,hypothetical protein
SMu1243,24379772,SMU.1361c,1295959,1295378,transcriptional regulator
SMu1244,24379773,SMU.1363c,1296881,1296600,transposase fragment (IS605/IS200-like)
SMu1245,24379774,SMU.1365c,1299660,1297315,ABC transporter permease protein
SMu1246,24379775,SMU.1366c,1300363,1299662,ABC transporter, ATP-binding protein
SMu1247,24379776,SMU.1367c,1300975,1300376,conserved hypothetical protein
SMu1248,24379777,SMU.1368,1301468,1301587,hypothetical protein
SMu1249,24379778,SMU.1369,1301828,1301950,hypothetical protein
SMu1250,24379779,SMU.1370c,1302798,1302181,transposase, IS861, IS3 family
SMu1251,24379780,SMU.1372c,1303802,1303560,transposase, IS861, IS3 family
SMu1252,24379781,SMU.1373c,1304160,1303978,hypothetical protein
SMu1253,24379782,SMU.1374,1304544,1304747,IS30 transposase related  protein
SMu1254,24379783,SMU.1375c,1305683,1305078,conserved hypothetical protein
SMu1255,24379784,SMU.1377c,1306586,1305801,conserved hypothetical protein
SMu1256,24379785,SMU.1378,1306651,1307187,hypothetical protein
SMu1257,24379786,SMU.1379,1307343,1307861,transposase, IS861-associated, IS3 family
SMu1258,NULL,SMU.1380,1307855,1308691,transposase, IS3-Spn1
SMu1259,NULL,SMU.1381c,1309390,1308800,3-isopropylmalate dehydratase, small subunit
SMu1260,NULL,SMU.1382c,1310777,1309392,alpha-isopropylmalate isomerase large subunit
SMu1261,NULL,SMU.1383c,1311937,1310903,3-isopropylmalate dehydrogenase
SMu1262,NULL,SMU.1384c,1313512,1311947,2-isopropylmalate synthase
SMu1263,NULL,SMU.1386c,1314467,1313838,uridine kinase
SMu1264,24379792,SMU.1387,1314686,1315666,oxidoreductase
SMu1265,24379793,SMU.1388,1315663,1316745,ATP-dependent RNA helicase, DEAD/DEAH family
SMu1266,NULL,SMU.1389c,1318578,1316938,phosphoenolpyruvate carboxykinase (ATP)
SMu1267,24379795,SMU.1390,1318897,1319553,conserved hypothetical protein
SMu1268,24379796,SMU.1391c,1320226,1319618,hypothetical protein
SMu1269,24379797,SMU.1392c,1320782,1320306,conserved hypothetical protein; possible acetyltransferase
SMu1270,24379798,SMU.1393c,1321688,1320861,conserved hypothetical protein
SMu1271,NULL,SMU.1394c,1323552,1321717,GTP-binding protein LepA
SMu1272,24379800,SMU.1395c,1323929,1323801,hypothetical protein
SMu1273,NULL,SMU.1396c,1326075,1324324,glucan-binding protein C
SMu1274,24379802,SMU.1397c,1326523,1326284,possible transcriptional repressor
SMu1275,24379803,SMU.1398,1326877,1327731,repressor protein - phage associated
SMu1276,24379804,SMU.1399,1327999,1328319,hypothetical protein
SMu1277,24379805,SMU.1400c,1328777,1328400,conserved hypothetical protein
SMu1278,24379806,SMU.1402c,1329655,1329083,conserved hypothetical protein
SMu1279,24379807,SMU.1403c,1330064,1329735,conserved hypothetical protein
SMu1280,24379808,SMU.1404c,1330942,1330076,conserved hypothetical protein
SMu1281,24379809,SMU.1405c,1334979,1330942,conserved hypothetical protein
SMu1282,24379810,SMU.1406c,1336226,1335360,conserved hypothetical protein (possible oxidoreductase)
SMu1283,24379811,SMU.1407c,1337178,1336342,transposase, IS3-Spn1
SMu1284,24379812,SMU.1408c,1337690,1337172,transposase, IS861-associated, IS3 family
SMu1285,24379813,SMU.1409c,1338651,1337785,transcriptional regulator
SMu1286,24379814,SMU.1410,1338776,1340209,fumarate reductase
SMu1287,24379815,SMU.1411,1340276,1341451,conserved hypothetical protein
SMu1288,24379816,SMU.1412c,1344155,1341627,ABC transporter, ATP-binding and permease fusion protein
SMu1289,24379817,SMU.1414c,1344909,1344250,conserved hypothetical protein
SMu1290,24379818,SMU.1415c,1345672,1344899,N-acetylglucosamine catabolic protein
SMu1291,24379819,SMU.1416c,1346304,1345687,mutator protein MutT
SMu1292,24379820,SMU.1417c,1347053,1346325,acyl-ACP thioesterase
SMu1293,NULL,SMU.1418c,1348198,1347056,coproporphyrinogen III oxidase
SMu1294,24379822,SMU.1419,1348733,1349329,transcriptional regulator
SMu1295,24379823,SMU.1420,1349326,1349892,NADPH-quinone reductase
SMu1296,NULL,SMU.1421c,1351205,1349952,dihydrolipoamide acetyltransferase (acetoin dehydrogenase E2 component)
SMu1297,NULL,SMU.1422c,1352250,1351219,acetoin dehydrogenase E1 component
SMu1298,NULL,SMU.1423c,1353336,1352263,acetoin dehydrogenase E1 component
SMu1299,NULL,SMU.1424c,1354699,1353362,dihydrolipoamide dehydrogenase
SMu1300,NULL,SMU.1425c,1357510,1354928,ATP-dependent Clp protease, ATP-binding subunit ClpB
SMu1301,24379829,SMU.1426c,1359052,1357703,phosphoglucosamine mutase (phosphoacetylglucosamine mutase)
SMu1302,24379830,SMU.1427c,1360059,1359103,conserved hypothetical protein
SMu1303,24379831,SMU.1428c,1360906,1360052,conserved hypothetical protein
SMu1304,24379832,SMU.1429,1361015,1362358,UDP-N-acetylmuramyl tripeptide synthetase
SMu1305,24379833,SMU.1430,1362358,1363146,cobyric acid synthase
SMu1306,24379834,SMU.1431c,1365303,1363390,ABC transporter, ATP-binding protein
SMu1307,24379835,SMU.1432c,1366272,1365385,glycosyl hydrolases family 8 protein; possible beta-glucanase
SMu1308,24379836,SMU.1434c,1367669,1366506,glycosyl transferase
SMu1309,24379837,SMU.1435c,1367949,1367788,hypothetical protein
SMu1310,24379838,SMU.1436c,1368751,1367963,conserved hypothetical protein
SMu1311,NULL,SMU.1437c,1369907,1368759,UDP-N-acetylglucosamine 2-epimerase
SMu1312,24379840,SMU.1438c,1370932,1370234,conserved hypothetical protein; possible protease
SMu1313,24379841,SMU.1442c,1372084,1371533,conserved hypothetical protein
SMu1314,24379842,SMU.1443c,1372946,1372155,tributyrin esterase
SMu1315,24379843,SMU.1444c,1375098,1373434,metallo-beta-lactamase superfamily proteinhetical protein
SMu1316,24379844,SMU.1445c,1376103,1375345,ABC transporter, ATP-binding protein
SMu1317,24379845,SMU.1446c,1376969,1376100,ABC transporter, permease
SMu1318,24379846,SMU.1447c,1378081,1377080,ABC transporter, substrate-binding protein
SMu1319,24379847,SMU.1449,1378343,1379992,fibronectin-binding, fibrinogen-binding protein-A
SMu1320,24379848,SMU.1450,1380297,1381694,amino acid permease
SMu1321,NULL,SMU.1451c,1382481,1381765,alpha-acetolactate decarboxylase
SMu1322,NULL,SMU.1452c,1384174,1382495,alpha-acetolactate synthase
SMu1323,24379851,SMU.1453c,1385290,1384307,conserved hypothetical protein, tetratricopeptide repeat family
SMu1324,24379852,SMU.1454c,1386698,1385529,conserved hypothetical protein, possible permease
SMu1325,NULL,SMU.1455c,1387246,1386767,mutator mutX protein
MI0010,NULL,NULL,717,1472,MutE protein from strain CH43; ABC permease
SMu1326,24379854,SMU.1456c,1387371,1387243,hypothetical protein
SMu1327,NULL,SMU.1457c,1388587,1387541,dTDP-glucose-4,6-dehydratase
SMu1328,24379856,SMU.1459c,1389164,1388991,conserved hypothetical protein
SMu1329,NULL,SMU.1460c,1389688,1389227,dTDP-4-dehydrorhamnose 3,5-epimerase
SMu1330,NULL,SMU.1461c,1390694,1389825,glucose-1-phosphate thymidyltransferase
SMu1331,24379859,SMU.1462c,1391862,1390759,oxidoreductase, DadA family protein/D-amino acid oxidase
SMu1332,24379860,SMU.1463c,1392677,1391889,conserved hypothetical protein, NIF3-related
SMu1333,24379861,SMU.1464c,1393365,1392667,conserved hypothetical protein
SMu1334,24379862,SMU.1465c,1394050,1393355,DNA replication protein DnaD
SMu1335,NULL,SMU.1466c,1395004,1394060,homoserine O-succinyltransferase
SMu1336,NULL,SMU.1467c,1395626,1395108,adenine phosphoribosyltransferase
SMu1337,24379865,SMU.1470c,1396931,1396299,conserved hypothetical protein
SMu1338,24379866,SMU.1471c,1398083,1397184,conserved hypothetical protein
SMu1339,NULL,SMU.1472c,1400407,1398203,single-strand DNA-specific exonuclease
SMu1340,24379868,SMU.1473c,1401168,1400404,oxidoreductase, short chain dehydrogenase/reductase family
SMu1341,24379869,SMU.1474c,1402094,1401165,ribonuclease Z
SMu1342,24379870,SMU.1475c,1402757,1402122,conserved hypothetical protein
SMu1343,24379871,SMU.1476c,1403991,1402744,GTP-binding protein
SMu1344,NULL,SMU.1477c,1405064,1404180,tRNA isopentenylpyrophosphate transferase
SMu1345,24379873,SMU.1479,1405139,1405315,conserved hypothetical protein
SMu1346,24379874,SMU.1480,1405637,1406278,hypothetical protein
SMu1347,24379875,SMU.1482c,1406969,1406343,conserved hypothetical protein
SMu1348,24379876,SMU.1483c,1407421,1406966,conserved hypothetical protein (possible acetyltransferase)
SMu1349,24379877,SMU.1484c,1408824,1407505,conserved hypothetical protein
SMu1350,24379878,SMU.1485c,1410514,1408811,conserved hypothetical protein (possible endonuclease)
SMu1351,24379879,SMU.1486c,1411255,1410521,histidinol phosphatase
SMu1352,24379880,SMU.1487,1411476,1412621,conserved hypothetical protein
SMu1353,24379881,SMU.1488c,1413085,1412816,conserved hypothetical protein
SMu1354,NULL,SMU.1489c,1414001,1413105,aldose 1-epimerase 
SMu1355,NULL,SMU.1490c,1415654,1414248,phospho-beta-D-galactosidase
SMu1356,NULL,SMU.1491c,1417372,1415666,PTS system, lactose-specific component IIBC
SMu1357,NULL,SMU.1492c,1417693,1417379,PTS system, cellobiose-specific IIA component
SMu1358,NULL,SMU.1493c,1418686,1417709,tagatose-1,6-bisphosphate aldolase
SMu1359,NULL,SMU.1494c,1419623,1418691,tagatose-6-phosphate kinase
SMu1360,NULL,SMU.1495c,1420157,1419642,galactose-6-phosphate isomerase
SMu1361,NULL,SMU.1496c,1420611,1420183,galactose-6-phosphate isomerase
SMu1362,NULL,SMU.1498c,1421673,1420918,lactose phosphotransferase system repressor
SMu1363,NULL,SMU.1499c,1425536,1421898,ATP-dependent exonuclease subunit A
SMu1364,NULL,SMU.1500c,1428768,1425526,ATP-dependent exonuclease subunit B
SMu1365,24379893,SMU.1502c,1429885,1429640,conserved hypothetical protein
SMu1366,24379894,SMU.1504c,1430386,1430060,hypothetical protein
SMu1367,24379895,SMU.1505c,1430869,1430750,conserved hypothetical protein (phenylalanyl-tRNA synthetase fragment)
SMu1368,24379896,SMU.1506c,1432515,1431235,conserved hypothetical protein
SMu1369,24379897,SMU.1507c,1432835,1432512,hypothetical protein
SMu1370,24379898,SMU.1508c,1433947,1432832,coenzyme PQQ synthesis protein /possible oxidoreductase
SMu1371,NULL,SMU.1509c,1435010,1434153,transcriptional regulator
SMu1372,NULL,SMU.1510c,1437626,1435221,phenylalanyl-tRNA synthetase, beta subunit
SMu1373,24379901,SMU.1511c,1438161,1437640,acetyltransferase; possible transcriptional repressor
SMu1374,NULL,SMU.1512c,1439277,1438234,phenylalanyl-tRNA synthetase, alpha subunit
SMu1375,NULL,SMU.1513c,1443254,1439718,chromosome segregation SMC protein
SMu1376,NULL,SMU.1514c,1443949,1443254,ribonuclease III
SMu1377,NULL,SMU.1515c,1444859,1444056,gtfB/C regulator, metallo-beta-lactamase superfamily
SMu1378,NULL,SMU.1516c,1446208,1444856,two-component sensor histidine kinase
SMu1379,NULL,SMU.1517c,1446908,1446201,two-component response regulator
SMu1380,24379908,SMU.1519,1447261,1448043,glutamine ABC transport, ATP-binding protein
SMu1381,24379909,SMU.1520,1448040,1448852,amino acid ABC transporter, substrate-binding protein
SMu1382,24379910,SMU.1521,1448870,1449574,amino acid (glutamine) ABC transporter permease
SMu1383,24379911,SMU.1522,1449589,1450239,amino acid (glutamine) ABC transporter permease
SMu1384,NULL,SMU.1523c,1451188,1450307,competence associated membrane nuclease (DNA-entry nuclease)
SMu1385,24379913,SMU.1524c,1451418,1451230,conserved hypothetical protein
SMu1386,NULL,SMU.1525c,1452692,1451421,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
SMu1387,24379915,SMU.1526c,1452967,1452758,conserved hypothetical protein
SMu1388,NULL,SMU.1527c,1453680,1453264,proton-translocating ATPase epsilon subunit
SMu1389,NULL,SMU.1528c,1455100,1453694,ATPase beta subunit
SMu1390,NULL,SMU.1529c,1456004,1455126,ATPase, gamma subunit
SMu1391,NULL,SMU.1530c,1457528,1456023,ATP synthase alpha subunit
SMu1392,NULL,SMU.1531c,1458080,1457544,ATPase delta subunit
SMu1393,NULL,SMU.1532c,1458577,1458080,ATPase, b subunit
SMu1394,NULL,SMU.1533c,1459314,1458595,ATP synthase subunit A
SMu1395,NULL,SMU.1534c,1459547,1459344,ATPase, c subunit
SMu1396,NULL,SMU.1535c,1462182,1459786,glycogen phosphorylase
SMu1397,NULL,SMU.1536c,1463643,1462213,glycogen synthase
SMu1398,NULL,SMU.1537c,1464773,1463640,glycogen biosynthesis protein
SMu1399,NULL,SMU.1538c,1465908,1464763,glucose-1-phosphate adenylyltransferase
SMu1400,NULL,SMU.1539c,1467814,1465928,1,4-alpha-glucan branching enzyme
SMu1401,NULL,SMU.1541c,1470262,1468031,pullulanase
SMu1402,24379930,SMU.1542c,1471404,1470361,conserved hypothetical protein, diacylglycerol kinase catalytic domain
SMu1403,NULL,SMU.1543c,1473375,1471417,DNA ligase
SMu1404,24379932,SMU.1545c,1474097,1473585,conserved hypothetical protein
SMu1405,24379933,SMU.1546,1474220,1474678,conserved hypothetical protein
SMu1406,24379934,SMU.1547c,1475357,1474761,response regulator
SMu1407,24379935,SMU.1548c,1476364,1475354,sensor histidine kinase
SMu1409,24379936,SMU.1550c,1477190,1476453,ABC transporter, membrane spanning permease
SMu1410,24379937,SMU.1551c,1478068,1477187,ABC transporter, ATP-binding protein
SMu1411,24379938,SMU.1552c,1478470,1478105,hypothetical protein
SMu1412,24379939,SMU.1553c,1478654,1478460,hypothetical protein
SMu1413,24379940,SMU.1554c,1478860,1478663,conserved hypothetical protein
SMu1414,24379941,SMU.1555c,1479948,1479016,ribonuclease BN-like family protein
SMu1415,NULL,SMU.1556c,1480820,1479960,methionine aminopeptidase
SMu1416,24379943,SMU.1557c,1482121,1480838,conserved hypothetical protein, DRTGG and CBS domains
SMu1417,24379944,SMU.1558c,1482668,1482114,acetyltransferase, GNAT family
SMu1418,24379945,SMU.1560,1483157,1483570,conserved hypothetical protein
SMu1419,NULL,SMU.1561c,1484317,1483658,potassium uptake protein B
SMu1420,NULL,SMU.1562c,1484984,1484331,potassium uptake protein A
SMu1421,NULL,SMU.1563c,1487813,1485021,cation-transporting P-ATPase
SMu1422,NULL,SMU.1564c,1490361,1488085,glycogen phosphorylase
SMu1423,NULL,SMU.1565c,1491862,1490333,4-alpha-glucanotransferase
SMu1424,NULL,SMU.1566c,1492996,1491977,maltose operon transcriptional repressor
SMu1425,24379952,SMU.1568,1493243,1494490,maltose / maltodextrin-binding protein
SMu1426,24379953,SMU.1569,1494567,1495928,maltodextrin ABC transport system permease
SMu1427,24379954,SMU.1570,1495928,1496764,maltose / maltodextrin ABC transport system (permease)
SMu1428,24379955,SMU.1571,1496789,1497922,ABC-type transport system ATP-binding protein (maltose)
SMu1429,NULL,SMU.1572c,1499312,1498053,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
SMu1430,NULL,SMU.1573c,1500649,1499456,S-adenosylmethionine synthetase
SMu1431,24379958,SMU.1574c,1502491,1501433,conserved hypothetical protein
SMu1432,24379959,SMU.1575c,1503105,1502821,hypothetical protein
SMu1433,24379960,SMU.1576c,1505134,1503086,hypothetical protein
SMu1434,24379961,SMU.1577c,1508940,1505191,conserved hypothetical protein
SMu1435,24379962,SMU.1578,1509217,1510152,biotin--[acetyl-CoA-carboxylase] ligase
SMu1436,24379963,SMU.1579,1510124,1510324,hypothetical protein
SMu1437,NULL,SMU.1581c,1512103,1510427,DNA polymerase III subunits gamma and tau
SMu1438,24379965,SMU.1582c,1512600,1512103,conserved hypothetical protein
SMu1439,24379966,SMU.1584c,1514686,1512917,67 kDa myosin-crossreactive streptococcal antigen
SMu1440,24379967,SMU.1585c,1515329,1514805,transcriptional regulator
SMu1441,NULL,SMU.1586c,1517582,1515633,threonyl-tRNA synthetase
SMu1442,24379969,SMU.1587c,1518217,1517579,hypothetical protein
SMu1443,24379970,SMU.1588c,1519816,1518482,glucosyl transferase, family 1
SMu1444,24379971,SMU.1589c,1520816,1519818,glycosyl transferase, family 1
SMu1445,NULL,SMU.1590c,1522396,1520936,intracellular a-amylase
SMu1446,NULL,SMU.1591c,1523545,1522544,catabolite control protein A
SMu1447,24379974,SMU.1592,1523708,1524787,proline dipeptidase
SMu1448,24379975,SMU.1593c,1525444,1524878,conserved hypothetical protein (possible CDP-diglyceride synthetase)
SMu1450,NULL,SMU.1595c,1526356,1525586,carbonic anhydrase (carbonate dehydratase)
SMu1451,NULL,SMU.1596c,1527980,1526622,PTS system, cellobiose-specific IIC component
SMu1452,24379978,SMU.1597c,1528514,1527996,conserved hypothetical protein
SMu1453,NULL,SMU.1598c,1528845,1528534,PTS system IIA component, required for cellobiose uptake and metabolism
SMu1454,NULL,SMU.1599c,1530836,1528845,transcriptional regulator, required for cellobiose uptake and metabolism
SMu1455,NULL,SMU.1600c,1531198,1530881,PTS system IIB component, required for cellobiose uptake and metabolism
SMu1456,NULL,SMU.1601c,1532863,1531430,6-phospho-beta-glucosidase, required for cellobiose uptake and metabolism
SMu1457,24379983,SMU.1602,1533196,1533861,NAD(P)H-flavin oxidoreductase
SMu1458,24379984,SMU.1603,1533897,1534289,lactoylglutathione lyase
SMu1459,24379985,SMU.1604c,1535135,1534623,conserved hypothetical protein
SMu1460,24379986,SMU.1605,1535259,1536944,MDR-type permease;transmembrane efflux protein
SMu1461,NULL,SMU.1606c,1537442,1536975,SsrA-binding protein (small protein B)
SMu1462,NULL,SMU.1607c,1539741,1537405,exoribonuclease R
SMu1463,24379989,SMU.1609c,1540324,1540088,preprotein translocase, SecG subunit
SMu1464,NULL,SMU.1610c,1540519,1540373,50S ribosomal protein L33
SMu1465,24379991,SMU.1611c,1541688,1540519,multi-drug resistance efflux pump, major facilitator superfamily
SMu1466,24379992,SMU.1612c,1542646,1541810,conserved hypothetical protein
SMu1467,24379993,SMU.1613c,1543235,1542639,dephospho-CoA kinase
SMu1468,NULL,SMU.1614c,1544053,1543232,formamidopyrimidine-DNA glycosylase
SMu1469,24379995,SMU.1615c,1544628,1544104,conserved hypothetical protein
SMu1470,24379996,SMU.1616c,1545198,1544728,phosphohydrolase MutT/nudix family protein 
SMu1471,NULL,SMU.1617c,1546142,1545243,GTP-binding protein era homolog.
SMu1472,NULL,SMU.1618c,1546576,1546163,diacylglycerol kinase
SMu1473,24379999,SMU.1619c,1547048,1546554,conserved hypothetical protein
